front,profit,time
0,417605.0,7206.796890208479
0,489194.0,10910.190615061903
0,489018.0,10621.308703655428
0,468032.0,8687.626456497586
0,489119.0,10829.843972692495
0,475961.0,9155.215367944667
0,484627.0,9865.043739160496
0,429964.0,7419.244779255931
0,487524.0,10224.322230151196
0,478053.0,9273.407100254202
0,449318.0,7967.143445237752
0,474898.0,9072.601154643271
0,487059.0,10145.900249774568
0,487904.0,10302.85819026049
0,458019.0,8287.203084998828
0,480818.0,9458.578851266802
0,464536.0,8549.151729640562
0,484348.0,9760.690379897513
0,480969.0,9555.518405596733
0,463015.0,8524.07137163247
0,469379.0,8780.514831560004
0,486409.0,10091.426502511791
0,439765.0,7691.369224170107
0,446619.0,7896.107804846071
0,488330.0,10436.848962510914
0,428409.0,7381.632412252041
0,438353.0,7642.328746884585
0,486108.0,10023.30183217944
0,431168.0,7444.318330481068
0,459882.0,8339.169490333294
0,485256.0,9921.583396452286
0,471076.0,8900.277765955445
0,488018.0,10385.596456115414
0,419445.0,7227.418310609324
0,477131.0,9233.124146089365
0,483398.0,9676.190098387719
0,460867.0,8400.84248456508
0,488535.0,10522.11728215826
0,459051.0,8336.420633110878
0,453319.0,8111.52146156313
0,426229.0,7330.061996349443
0,442518.0,7758.918100563945
0,485381.0,9984.118322263246
0,465410.0,8578.82382819418
0,444318.0,7803.990004345752
0,482538.0,9642.96486066442
0,476694.0,9190.995065743607
0,443374.0,7788.610245828107
0,462467.0,8483.002359400898
0,452094.0,8070.499013933762
0,479668.0,9441.437062950465
0,423322.0,7306.623443798004
0,484063.0,9716.402564452537
0,479002.0,9335.646064048768
0,457133.0,8253.488574490671
0,433264.0,7496.482709572132
0,470572.0,8842.181423753012
0,465861.0,8622.078497948472
0,462080.0,8435.535049269216
0,447913.0,7918.259060253725
0,473064.0,8992.196251686339
0,454838.0,8170.576364999986
0,473850.0,9040.271302896546
0,427075.0,7357.179871956688
0,450234.0,7993.4461370017225
0,479541.0,9389.495426193855
0,467183.0,8659.822731715889
0,420602.0,7236.837001091232
0,434029.0,7529.356962627325
0,418076.0,7212.533260118122
0,440358.0,7703.90900902469
0,470123.0,8821.737740552975
0,436929.0,7615.051361803274
0,422852.0,7279.4895413798595
0,421874.0,7270.040865018261
0,445939.0,7854.824826844737
0,481097.0,9617.67350197068
0,466533.0,8647.352544095293
0,435817.0,7572.071826219753
0,432052.0,7470.866227879662
0,445323.0,7827.4812161300115
0,437991.0,7622.642879062802
0,436707.0,7576.757600589693
0,481805.0,9619.420302294184
0,472127.0,8918.056554472036
0,421210.0,7253.901654182957
0,424634.0,7321.0355767853125
0,461252.0,8419.242150957916
0,473009.0,8960.73219524191
0,454424.0,8133.707554067526
0,441710.0,7728.419878632522
0,441357.0,7724.197072941099
0,427724.0,7373.989992243869
0,434915.0,7564.57088416269
0,424845.0,7326.253102170127
0,447880.0,7918.080690046223
0,432493.0,7479.969749856126
0,472491.0,8926.355640018937
0,455840.0,8181.999087389391
0,451259.0,8029.149983092335
